ID,Topic,Category,Difficulty,Doc Link,What It Is,When To Use,Pros,Cons,How To Use Properly,Code Example,Key Takeaway
"card-system-design-02647","Circuit Breaker Pattern (Closed ➔ Open ➔ Half-Open) — Benchmark Performance & Memory Footprint (Deep Dive #13)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/circuit-breaker-pattern","A resilience state machine that intercepts outgoing remote calls to downstream dependencies. When failure rates cross a configured threshold (e.g. 50%), the circuit opens immediately, failing fast without consuming thread pools, and periodically probes in Half-Open state to detect recovery.","Outbound HTTP, gRPC, and database calls in microservices architectures.","Prevents cascading failures from consuming container worker threads | Provides graceful fallback responses","Requires careful tuning of sliding window sizes and minimum call thresholds","Use Resilience4j with a count-based or time-based sliding window. Pair with fallback methods that return cached data or degraded default responses.","@CircuitBreaker(name = ""paymentService"", fallbackMethod = ""fallbackPayment"")
public PaymentResponse charge(PaymentRequest req) {
    return restTemplate.postForObject(""/charge"", req, PaymentResponse.class);
}","Circuit breakers fail fast when downstream services degrade, preventing thread exhaustion cascades across microservice topologies."
"card-system-design-02648","Saga Pattern (Choreography vs Orchestration) — Benchmark Performance & Memory Footprint (Deep Dive #13)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/saga-pattern","A distributed transaction management pattern across independent microservice databases. Instead of blocking 2PC locks, a Saga executes a sequence of local transactions where each step publishes an event; if a step fails, compensating backward transactions are triggered in reverse order.","Cross-service multi-stage workflows: e-commerce checkout (Order ➔ Payment ➔ Inventory ➔ Shipping), flight booking, ride sharing.","Non-blocking high throughput across independent databases | Supports long-running business transactions","Lack of data isolation (dirty reads / lost updates) requires semantic locks | Compensating transactions must be strictly idempotent and cannot fail","Use Choreography for simple 2-3 step flows. Use Orchestration (Temporal / Camunda / State Machine) for complex multi-step sagas with branching logic.","// Orchestration Step:
public void executeSaga(OrderContext ctx) {
    try {
        paymentService.charge(ctx);
        inventoryService.reserve(ctx);
    } catch (Exception e) {
        paymentService.compensateRefund(ctx); // Backward compensating action
    }
}","Sagas replace blocking 2PC with sequential local transactions + backward compensating transactions. Enforce strict idempotency on all compensations."
"card-system-design-02649","Raft Consensus Protocol & Quorum Writes — Benchmark Performance & Memory Footprint (Deep Dive #13)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/data-consistency","A leader-based distributed consensus algorithm designed for state machine replication across a cluster. A cluster of $2F+1$ nodes can tolerate $F$ node failures by enforcing strong leader election, append-only log replication, and majoritarian quorum commitments ($Q = \lfloor N/2 \rfloor + 1$).","Distributed metadata registries, coordinated configuration stores, distributed lock managers (etcd, Consul, ZooKeeper, Kafka KRaft).","Guarantees strict linearizability (CP in CAP theorem) | Deterministic leader election with randomized election timeouts | Prevents split-brain scenarios","Cannot accept writes if a network partition isolates the leader from the majority quorum | Write throughput bottlenecked by leader log append serialization and disk fsync","Always deploy odd cluster sizes ($N=3$ for 1 failure tolerance, $N=5$ for 2 failure tolerance). Keep state machine operations strictly deterministic.","# Quorum Formula:
Quorum_Needed = (Total_Nodes / 2) + 1
# Example: 5 nodes require 3 active nodes to commit log entries","Raft enforces CP linearizability via majority quorum ((N/2)+1) and leader log replication. Always deploy odd cluster sizes (3 or 5 nodes)."
"card-system-design-02650","Transactional Outbox Pattern & CDC (Debezium) — Benchmark Performance & Memory Footprint (Deep Dive #13)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/outbox-pattern","A reliable distributed messaging pattern where database state mutations and outbound event messages are committed together in the same local relational ACID transaction into an `outbox` table. A Change Data Capture (CDC) engine (e.g. Debezium) streams changes directly from the database WAL into Kafka.","Microservices event-driven architectures, payment processing, saga orchestrations, and dual-write mitigation.","Eliminates dual-write inconsistencies (DB write succeeds but Kafka publish fails) | Guarantees at-least-once event delivery | Zero application-level two-phase commit (2PC) coordination","Consumers must be strictly idempotent to handle potential duplicate event deliveries | CDC pipeline introduces a 10-100ms tail propagation latency","Write outbound events to the `outbox` table within the active `@Transactional` boundary. Pair with Debezium Kafka Connect or polling background worker, and enforce consumer idempotency via unique event IDs.","@Transactional
public void createOrder(Order order) {
    orderRepository.save(order);
    outboxRepository.save(new OutboxEvent(""ORDER_CREATED"", order.getId(), json(order)));
    // Both committed atomically in 1 single ACID transaction
}","The Outbox pattern solves the dual-write problem by persisting domain changes and events in 1 local ACID transaction, streamed asynchronously to Kafka via CDC."
"card-system-design-02651","Kafka Idempotent Producer & Multi-Topic Transactions — Benchmark Performance & Memory Footprint (Deep Dive #13)","System Design & Distributed Systems","Staff","/technical-knowledge/kafka/producer/producer-transactions","An exactly-once processing mechanism in Apache Kafka. The broker assigns each producer a unique 64-bit Producer ID (PID) and tracks sequence numbers per partition to silently deduplicate network retries. Multi-topic transactions use a Transaction Coordinator and 2PC commit markers in `__transaction_state`.","Financial ledger streaming, real-time balance calculations, stream processing pipelines (Kafka Streams / Flink), and read-process-write loops.","Guarantees exactly-once processing (EOS) across consume-transform-produce pipelines | Zero duplicate messages in Kafka partitions during network retries","Transaction commit markers introduce a minor 5-15ms tail latency | Consumer read isolation must be configured to `read_committed`","Enable `enable.idempotence=true` (default in Kafka 3.0+). Set `transactional.id` for multi-topic transactions and configure downstream consumers with `isolation.level=read_committed`.","Properties props = new Properties();
props.put(ProducerConfig.ENABLE_IDEMPOTENCE_CONFIG, ""true"");
props.put(ProducerConfig.TRANSACTIONAL_ID_CONFIG, ""order-tx-1"");
KafkaProducer<String, String> producer = new KafkaProducer<>(props);","Kafka Idempotence uses PIDs and sequence numbers for zero duplicates. Multi-topic transactions use 2PC commit markers; downstream consumers must set isolation.level=read_committed."
"card-system-design-02652","Consistent Hashing with Virtual Nodes — Real-Time Incident Mitigation Playbook (Deep Dive #14)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/consistent-hashing","A distributed partitioning algorithm that maps both server nodes and keys to a continuous $360^\circ$ hash ring ($0 \dots 2^{32}-1$). Adding or removing a server node only relocates $K/N$ keys on average, while virtual nodes (e.g. 100-250 virtual positions per physical node) guarantee uniform load distribution.","Distributed caching (Memcached, Redis Cluster), distributed databases (Cassandra, DynamoDB, Riak), and layer 7 load balancers.","Minimal key relocation during cluster scaling or node failure | Virtual nodes prevent hot spots and load skew on uneven hardware | Decentralized deterministic node discovery","Requires maintaining ring topology metadata across cluster clients | Cascading load spikes if replicas fail concurrently without quorum","Allocate 150-300 virtual nodes per physical host using MD5 or MurmurHash3. Combine with replication factors ($R=3$) to replicate clockwise on succeeding distinct physical nodes.","public class ConsistentHashRing {
    private final SortedMap<Integer, String> ring = new TreeMap<>();
    public void addServer(String node, int vNodes) {
        for (int i = 0; i < vNodes; i++) {
            int hash = murmur3(node + ""#"" + i);
            ring.put(hash, node);
        }
    }
}","Consistent hashing relocates only K/N keys when cluster topology changes. Virtual nodes distribute hash ring load uniformly across physical servers."
"card-system-design-02653","Singleflight / Probabilistic Early Recomputation (XFetch) — Real-Time Incident Mitigation Playbook (Deep Dive #14)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/caching-strategies","An architectural deduplication pattern that suppresses thundering herds. When thousands of concurrent requests miss the cache for an expired hot key, Singleflight permits only 1 in-flight database query while other concurrent requests await its promise or serve stale cache with probabilistic early background refresh.","High-concurrency read-heavy endpoints, flash-sale product catalogs, viral social feeds, and breaking news banners.","Shields primary database from sudden cache stampede collapse | Maintains ultra-low p99 latency by recomputing cache before expiry ($-\beta \cdot \ln(rand()) \cdot \delta > TTL$)","If the leader worker thread computing the cache hangs, waiting requests block until timeout","Combine Go singleflight / Java Mutex Map per key with a 100ms async lock timeout. Apply Stale-While-Revalidate HTTP cache headers.","public String getWithSingleflight(String key) {
    return cache.get(key, k -> singleFlightGroup.execute(k, () -> db.fetchExpensive(k)));
}","Singleflight ensures only 1 DB query executes per expired cache key regardless of concurrency, completely neutralizing cache stampede / avalanche crashes."
"card-system-design-02654","Circuit Breaker Pattern (Closed ➔ Open ➔ Half-Open) — Real-Time Incident Mitigation Playbook (Deep Dive #14)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/circuit-breaker-pattern","A resilience state machine that intercepts outgoing remote calls to downstream dependencies. When failure rates cross a configured threshold (e.g. 50%), the circuit opens immediately, failing fast without consuming thread pools, and periodically probes in Half-Open state to detect recovery.","Outbound HTTP, gRPC, and database calls in microservices architectures.","Prevents cascading failures from consuming container worker threads | Provides graceful fallback responses","Requires careful tuning of sliding window sizes and minimum call thresholds","Use Resilience4j with a count-based or time-based sliding window. Pair with fallback methods that return cached data or degraded default responses.","@CircuitBreaker(name = ""paymentService"", fallbackMethod = ""fallbackPayment"")
public PaymentResponse charge(PaymentRequest req) {
    return restTemplate.postForObject(""/charge"", req, PaymentResponse.class);
}","Circuit breakers fail fast when downstream services degrade, preventing thread exhaustion cascades across microservice topologies."
"card-system-design-02655","Saga Pattern (Choreography vs Orchestration) — Real-Time Incident Mitigation Playbook (Deep Dive #14)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/saga-pattern","A distributed transaction management pattern across independent microservice databases. Instead of blocking 2PC locks, a Saga executes a sequence of local transactions where each step publishes an event; if a step fails, compensating backward transactions are triggered in reverse order.","Cross-service multi-stage workflows: e-commerce checkout (Order ➔ Payment ➔ Inventory ➔ Shipping), flight booking, ride sharing.","Non-blocking high throughput across independent databases | Supports long-running business transactions","Lack of data isolation (dirty reads / lost updates) requires semantic locks | Compensating transactions must be strictly idempotent and cannot fail","Use Choreography for simple 2-3 step flows. Use Orchestration (Temporal / Camunda / State Machine) for complex multi-step sagas with branching logic.","// Orchestration Step:
public void executeSaga(OrderContext ctx) {
    try {
        paymentService.charge(ctx);
        inventoryService.reserve(ctx);
    } catch (Exception e) {
        paymentService.compensateRefund(ctx); // Backward compensating action
    }
}","Sagas replace blocking 2PC with sequential local transactions + backward compensating transactions. Enforce strict idempotency on all compensations."
"card-system-design-02656","Raft Consensus Protocol & Quorum Writes — Real-Time Incident Mitigation Playbook (Deep Dive #14)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/data-consistency","A leader-based distributed consensus algorithm designed for state machine replication across a cluster. A cluster of $2F+1$ nodes can tolerate $F$ node failures by enforcing strong leader election, append-only log replication, and majoritarian quorum commitments ($Q = \lfloor N/2 \rfloor + 1$).","Distributed metadata registries, coordinated configuration stores, distributed lock managers (etcd, Consul, ZooKeeper, Kafka KRaft).","Guarantees strict linearizability (CP in CAP theorem) | Deterministic leader election with randomized election timeouts | Prevents split-brain scenarios","Cannot accept writes if a network partition isolates the leader from the majority quorum | Write throughput bottlenecked by leader log append serialization and disk fsync","Always deploy odd cluster sizes ($N=3$ for 1 failure tolerance, $N=5$ for 2 failure tolerance). Keep state machine operations strictly deterministic.","# Quorum Formula:
Quorum_Needed = (Total_Nodes / 2) + 1
# Example: 5 nodes require 3 active nodes to commit log entries","Raft enforces CP linearizability via majority quorum ((N/2)+1) and leader log replication. Always deploy odd cluster sizes (3 or 5 nodes)."
"card-system-design-02657","Transactional Outbox Pattern & CDC (Debezium) — Real-Time Incident Mitigation Playbook (Deep Dive #14)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/outbox-pattern","A reliable distributed messaging pattern where database state mutations and outbound event messages are committed together in the same local relational ACID transaction into an `outbox` table. A Change Data Capture (CDC) engine (e.g. Debezium) streams changes directly from the database WAL into Kafka.","Microservices event-driven architectures, payment processing, saga orchestrations, and dual-write mitigation.","Eliminates dual-write inconsistencies (DB write succeeds but Kafka publish fails) | Guarantees at-least-once event delivery | Zero application-level two-phase commit (2PC) coordination","Consumers must be strictly idempotent to handle potential duplicate event deliveries | CDC pipeline introduces a 10-100ms tail propagation latency","Write outbound events to the `outbox` table within the active `@Transactional` boundary. Pair with Debezium Kafka Connect or polling background worker, and enforce consumer idempotency via unique event IDs.","@Transactional
public void createOrder(Order order) {
    orderRepository.save(order);
    outboxRepository.save(new OutboxEvent(""ORDER_CREATED"", order.getId(), json(order)));
    // Both committed atomically in 1 single ACID transaction
}","The Outbox pattern solves the dual-write problem by persisting domain changes and events in 1 local ACID transaction, streamed asynchronously to Kafka via CDC."
"card-system-design-02658","Kafka Idempotent Producer & Multi-Topic Transactions — Real-Time Incident Mitigation Playbook (Deep Dive #14)","System Design & Distributed Systems","Staff","/technical-knowledge/kafka/producer/producer-transactions","An exactly-once processing mechanism in Apache Kafka. The broker assigns each producer a unique 64-bit Producer ID (PID) and tracks sequence numbers per partition to silently deduplicate network retries. Multi-topic transactions use a Transaction Coordinator and 2PC commit markers in `__transaction_state`.","Financial ledger streaming, real-time balance calculations, stream processing pipelines (Kafka Streams / Flink), and read-process-write loops.","Guarantees exactly-once processing (EOS) across consume-transform-produce pipelines | Zero duplicate messages in Kafka partitions during network retries","Transaction commit markers introduce a minor 5-15ms tail latency | Consumer read isolation must be configured to `read_committed`","Enable `enable.idempotence=true` (default in Kafka 3.0+). Set `transactional.id` for multi-topic transactions and configure downstream consumers with `isolation.level=read_committed`.","Properties props = new Properties();
props.put(ProducerConfig.ENABLE_IDEMPOTENCE_CONFIG, ""true"");
props.put(ProducerConfig.TRANSACTIONAL_ID_CONFIG, ""order-tx-1"");
KafkaProducer<String, String> producer = new KafkaProducer<>(props);","Kafka Idempotence uses PIDs and sequence numbers for zero duplicates. Multi-topic transactions use 2PC commit markers; downstream consumers must set isolation.level=read_committed."
"card-system-design-02659","Consistent Hashing with Virtual Nodes — Zero-Downtime Migration & Scaling Strategy (Deep Dive #15)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/consistent-hashing","A distributed partitioning algorithm that maps both server nodes and keys to a continuous $360^\circ$ hash ring ($0 \dots 2^{32}-1$). Adding or removing a server node only relocates $K/N$ keys on average, while virtual nodes (e.g. 100-250 virtual positions per physical node) guarantee uniform load distribution.","Distributed caching (Memcached, Redis Cluster), distributed databases (Cassandra, DynamoDB, Riak), and layer 7 load balancers.","Minimal key relocation during cluster scaling or node failure | Virtual nodes prevent hot spots and load skew on uneven hardware | Decentralized deterministic node discovery","Requires maintaining ring topology metadata across cluster clients | Cascading load spikes if replicas fail concurrently without quorum","Allocate 150-300 virtual nodes per physical host using MD5 or MurmurHash3. Combine with replication factors ($R=3$) to replicate clockwise on succeeding distinct physical nodes.","public class ConsistentHashRing {
    private final SortedMap<Integer, String> ring = new TreeMap<>();
    public void addServer(String node, int vNodes) {
        for (int i = 0; i < vNodes; i++) {
            int hash = murmur3(node + ""#"" + i);
            ring.put(hash, node);
        }
    }
}","Consistent hashing relocates only K/N keys when cluster topology changes. Virtual nodes distribute hash ring load uniformly across physical servers."
"card-system-design-02660","Singleflight / Probabilistic Early Recomputation (XFetch) — Zero-Downtime Migration & Scaling Strategy (Deep Dive #15)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/caching-strategies","An architectural deduplication pattern that suppresses thundering herds. When thousands of concurrent requests miss the cache for an expired hot key, Singleflight permits only 1 in-flight database query while other concurrent requests await its promise or serve stale cache with probabilistic early background refresh.","High-concurrency read-heavy endpoints, flash-sale product catalogs, viral social feeds, and breaking news banners.","Shields primary database from sudden cache stampede collapse | Maintains ultra-low p99 latency by recomputing cache before expiry ($-\beta \cdot \ln(rand()) \cdot \delta > TTL$)","If the leader worker thread computing the cache hangs, waiting requests block until timeout","Combine Go singleflight / Java Mutex Map per key with a 100ms async lock timeout. Apply Stale-While-Revalidate HTTP cache headers.","public String getWithSingleflight(String key) {
    return cache.get(key, k -> singleFlightGroup.execute(k, () -> db.fetchExpensive(k)));
}","Singleflight ensures only 1 DB query executes per expired cache key regardless of concurrency, completely neutralizing cache stampede / avalanche crashes."
"card-system-design-02661","Circuit Breaker Pattern (Closed ➔ Open ➔ Half-Open) — Zero-Downtime Migration & Scaling Strategy (Deep Dive #15)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/circuit-breaker-pattern","A resilience state machine that intercepts outgoing remote calls to downstream dependencies. When failure rates cross a configured threshold (e.g. 50%), the circuit opens immediately, failing fast without consuming thread pools, and periodically probes in Half-Open state to detect recovery.","Outbound HTTP, gRPC, and database calls in microservices architectures.","Prevents cascading failures from consuming container worker threads | Provides graceful fallback responses","Requires careful tuning of sliding window sizes and minimum call thresholds","Use Resilience4j with a count-based or time-based sliding window. Pair with fallback methods that return cached data or degraded default responses.","@CircuitBreaker(name = ""paymentService"", fallbackMethod = ""fallbackPayment"")
public PaymentResponse charge(PaymentRequest req) {
    return restTemplate.postForObject(""/charge"", req, PaymentResponse.class);
}","Circuit breakers fail fast when downstream services degrade, preventing thread exhaustion cascades across microservice topologies."
"card-system-design-02662","Saga Pattern (Choreography vs Orchestration) — Zero-Downtime Migration & Scaling Strategy (Deep Dive #15)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/saga-pattern","A distributed transaction management pattern across independent microservice databases. Instead of blocking 2PC locks, a Saga executes a sequence of local transactions where each step publishes an event; if a step fails, compensating backward transactions are triggered in reverse order.","Cross-service multi-stage workflows: e-commerce checkout (Order ➔ Payment ➔ Inventory ➔ Shipping), flight booking, ride sharing.","Non-blocking high throughput across independent databases | Supports long-running business transactions","Lack of data isolation (dirty reads / lost updates) requires semantic locks | Compensating transactions must be strictly idempotent and cannot fail","Use Choreography for simple 2-3 step flows. Use Orchestration (Temporal / Camunda / State Machine) for complex multi-step sagas with branching logic.","// Orchestration Step:
public void executeSaga(OrderContext ctx) {
    try {
        paymentService.charge(ctx);
        inventoryService.reserve(ctx);
    } catch (Exception e) {
        paymentService.compensateRefund(ctx); // Backward compensating action
    }
}","Sagas replace blocking 2PC with sequential local transactions + backward compensating transactions. Enforce strict idempotency on all compensations."
"card-system-design-02663","Raft Consensus Protocol & Quorum Writes — Zero-Downtime Migration & Scaling Strategy (Deep Dive #15)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/data-consistency","A leader-based distributed consensus algorithm designed for state machine replication across a cluster. A cluster of $2F+1$ nodes can tolerate $F$ node failures by enforcing strong leader election, append-only log replication, and majoritarian quorum commitments ($Q = \lfloor N/2 \rfloor + 1$).","Distributed metadata registries, coordinated configuration stores, distributed lock managers (etcd, Consul, ZooKeeper, Kafka KRaft).","Guarantees strict linearizability (CP in CAP theorem) | Deterministic leader election with randomized election timeouts | Prevents split-brain scenarios","Cannot accept writes if a network partition isolates the leader from the majority quorum | Write throughput bottlenecked by leader log append serialization and disk fsync","Always deploy odd cluster sizes ($N=3$ for 1 failure tolerance, $N=5$ for 2 failure tolerance). Keep state machine operations strictly deterministic.","# Quorum Formula:
Quorum_Needed = (Total_Nodes / 2) + 1
# Example: 5 nodes require 3 active nodes to commit log entries","Raft enforces CP linearizability via majority quorum ((N/2)+1) and leader log replication. Always deploy odd cluster sizes (3 or 5 nodes)."
"card-system-design-02664","Transactional Outbox Pattern & CDC (Debezium) — Zero-Downtime Migration & Scaling Strategy (Deep Dive #15)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/outbox-pattern","A reliable distributed messaging pattern where database state mutations and outbound event messages are committed together in the same local relational ACID transaction into an `outbox` table. A Change Data Capture (CDC) engine (e.g. Debezium) streams changes directly from the database WAL into Kafka.","Microservices event-driven architectures, payment processing, saga orchestrations, and dual-write mitigation.","Eliminates dual-write inconsistencies (DB write succeeds but Kafka publish fails) | Guarantees at-least-once event delivery | Zero application-level two-phase commit (2PC) coordination","Consumers must be strictly idempotent to handle potential duplicate event deliveries | CDC pipeline introduces a 10-100ms tail propagation latency","Write outbound events to the `outbox` table within the active `@Transactional` boundary. Pair with Debezium Kafka Connect or polling background worker, and enforce consumer idempotency via unique event IDs.","@Transactional
public void createOrder(Order order) {
    orderRepository.save(order);
    outboxRepository.save(new OutboxEvent(""ORDER_CREATED"", order.getId(), json(order)));
    // Both committed atomically in 1 single ACID transaction
}","The Outbox pattern solves the dual-write problem by persisting domain changes and events in 1 local ACID transaction, streamed asynchronously to Kafka via CDC."
"card-system-design-02665","Kafka Idempotent Producer & Multi-Topic Transactions — Zero-Downtime Migration & Scaling Strategy (Deep Dive #15)","System Design & Distributed Systems","Staff","/technical-knowledge/kafka/producer/producer-transactions","An exactly-once processing mechanism in Apache Kafka. The broker assigns each producer a unique 64-bit Producer ID (PID) and tracks sequence numbers per partition to silently deduplicate network retries. Multi-topic transactions use a Transaction Coordinator and 2PC commit markers in `__transaction_state`.","Financial ledger streaming, real-time balance calculations, stream processing pipelines (Kafka Streams / Flink), and read-process-write loops.","Guarantees exactly-once processing (EOS) across consume-transform-produce pipelines | Zero duplicate messages in Kafka partitions during network retries","Transaction commit markers introduce a minor 5-15ms tail latency | Consumer read isolation must be configured to `read_committed`","Enable `enable.idempotence=true` (default in Kafka 3.0+). Set `transactional.id` for multi-topic transactions and configure downstream consumers with `isolation.level=read_committed`.","Properties props = new Properties();
props.put(ProducerConfig.ENABLE_IDEMPOTENCE_CONFIG, ""true"");
props.put(ProducerConfig.TRANSACTIONAL_ID_CONFIG, ""order-tx-1"");
KafkaProducer<String, String> producer = new KafkaProducer<>(props);","Kafka Idempotence uses PIDs and sequence numbers for zero duplicates. Multi-topic transactions use 2PC commit markers; downstream consumers must set isolation.level=read_committed."
"card-system-design-02666","Consistent Hashing with Virtual Nodes — Production Failure Modes & Edge Cases (Deep Dive #16)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/consistent-hashing","A distributed partitioning algorithm that maps both server nodes and keys to a continuous $360^\circ$ hash ring ($0 \dots 2^{32}-1$). Adding or removing a server node only relocates $K/N$ keys on average, while virtual nodes (e.g. 100-250 virtual positions per physical node) guarantee uniform load distribution.","Distributed caching (Memcached, Redis Cluster), distributed databases (Cassandra, DynamoDB, Riak), and layer 7 load balancers.","Minimal key relocation during cluster scaling or node failure | Virtual nodes prevent hot spots and load skew on uneven hardware | Decentralized deterministic node discovery","Requires maintaining ring topology metadata across cluster clients | Cascading load spikes if replicas fail concurrently without quorum","Allocate 150-300 virtual nodes per physical host using MD5 or MurmurHash3. Combine with replication factors ($R=3$) to replicate clockwise on succeeding distinct physical nodes.","public class ConsistentHashRing {
    private final SortedMap<Integer, String> ring = new TreeMap<>();
    public void addServer(String node, int vNodes) {
        for (int i = 0; i < vNodes; i++) {
            int hash = murmur3(node + ""#"" + i);
            ring.put(hash, node);
        }
    }
}","Consistent hashing relocates only K/N keys when cluster topology changes. Virtual nodes distribute hash ring load uniformly across physical servers."
"card-system-design-02667","Singleflight / Probabilistic Early Recomputation (XFetch) — Production Failure Modes & Edge Cases (Deep Dive #16)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/caching-strategies","An architectural deduplication pattern that suppresses thundering herds. When thousands of concurrent requests miss the cache for an expired hot key, Singleflight permits only 1 in-flight database query while other concurrent requests await its promise or serve stale cache with probabilistic early background refresh.","High-concurrency read-heavy endpoints, flash-sale product catalogs, viral social feeds, and breaking news banners.","Shields primary database from sudden cache stampede collapse | Maintains ultra-low p99 latency by recomputing cache before expiry ($-\beta \cdot \ln(rand()) \cdot \delta > TTL$)","If the leader worker thread computing the cache hangs, waiting requests block until timeout","Combine Go singleflight / Java Mutex Map per key with a 100ms async lock timeout. Apply Stale-While-Revalidate HTTP cache headers.","public String getWithSingleflight(String key) {
    return cache.get(key, k -> singleFlightGroup.execute(k, () -> db.fetchExpensive(k)));
}","Singleflight ensures only 1 DB query executes per expired cache key regardless of concurrency, completely neutralizing cache stampede / avalanche crashes."
"card-system-design-02668","Circuit Breaker Pattern (Closed ➔ Open ➔ Half-Open) — Production Failure Modes & Edge Cases (Deep Dive #16)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/circuit-breaker-pattern","A resilience state machine that intercepts outgoing remote calls to downstream dependencies. When failure rates cross a configured threshold (e.g. 50%), the circuit opens immediately, failing fast without consuming thread pools, and periodically probes in Half-Open state to detect recovery.","Outbound HTTP, gRPC, and database calls in microservices architectures.","Prevents cascading failures from consuming container worker threads | Provides graceful fallback responses","Requires careful tuning of sliding window sizes and minimum call thresholds","Use Resilience4j with a count-based or time-based sliding window. Pair with fallback methods that return cached data or degraded default responses.","@CircuitBreaker(name = ""paymentService"", fallbackMethod = ""fallbackPayment"")
public PaymentResponse charge(PaymentRequest req) {
    return restTemplate.postForObject(""/charge"", req, PaymentResponse.class);
}","Circuit breakers fail fast when downstream services degrade, preventing thread exhaustion cascades across microservice topologies."
"card-system-design-02669","Saga Pattern (Choreography vs Orchestration) — Production Failure Modes & Edge Cases (Deep Dive #16)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/saga-pattern","A distributed transaction management pattern across independent microservice databases. Instead of blocking 2PC locks, a Saga executes a sequence of local transactions where each step publishes an event; if a step fails, compensating backward transactions are triggered in reverse order.","Cross-service multi-stage workflows: e-commerce checkout (Order ➔ Payment ➔ Inventory ➔ Shipping), flight booking, ride sharing.","Non-blocking high throughput across independent databases | Supports long-running business transactions","Lack of data isolation (dirty reads / lost updates) requires semantic locks | Compensating transactions must be strictly idempotent and cannot fail","Use Choreography for simple 2-3 step flows. Use Orchestration (Temporal / Camunda / State Machine) for complex multi-step sagas with branching logic.","// Orchestration Step:
public void executeSaga(OrderContext ctx) {
    try {
        paymentService.charge(ctx);
        inventoryService.reserve(ctx);
    } catch (Exception e) {
        paymentService.compensateRefund(ctx); // Backward compensating action
    }
}","Sagas replace blocking 2PC with sequential local transactions + backward compensating transactions. Enforce strict idempotency on all compensations."
"card-system-design-02670","Raft Consensus Protocol & Quorum Writes — Production Failure Modes & Edge Cases (Deep Dive #16)","System Design & Distributed Systems","Staff","/technical-knowledge/system-design/data-consistency","A leader-based distributed consensus algorithm designed for state machine replication across a cluster. A cluster of $2F+1$ nodes can tolerate $F$ node failures by enforcing strong leader election, append-only log replication, and majoritarian quorum commitments ($Q = \lfloor N/2 \rfloor + 1$).","Distributed metadata registries, coordinated configuration stores, distributed lock managers (etcd, Consul, ZooKeeper, Kafka KRaft).","Guarantees strict linearizability (CP in CAP theorem) | Deterministic leader election with randomized election timeouts | Prevents split-brain scenarios","Cannot accept writes if a network partition isolates the leader from the majority quorum | Write throughput bottlenecked by leader log append serialization and disk fsync","Always deploy odd cluster sizes ($N=3$ for 1 failure tolerance, $N=5$ for 2 failure tolerance). Keep state machine operations strictly deterministic.","# Quorum Formula:
Quorum_Needed = (Total_Nodes / 2) + 1
# Example: 5 nodes require 3 active nodes to commit log entries","Raft enforces CP linearizability via majority quorum ((N/2)+1) and leader log replication. Always deploy odd cluster sizes (3 or 5 nodes)."
"card-system-design-02671","Transactional Outbox Pattern & CDC (Debezium) — Production Failure Modes & Edge Cases (Deep Dive #16)","System Design & Distributed Systems","Senior","/technical-knowledge/system-design/outbox-pattern","A reliable distributed messaging pattern where database state mutations and outbound event messages are committed together in the same local relational ACID transaction into an `outbox` table. A Change Data Capture (CDC) engine (e.g. Debezium) streams changes directly from the database WAL into Kafka.","Microservices event-driven architectures, payment processing, saga orchestrations, and dual-write mitigation.","Eliminates dual-write inconsistencies (DB write succeeds but Kafka publish fails) | Guarantees at-least-once event delivery | Zero application-level two-phase commit (2PC) coordination","Consumers must be strictly idempotent to handle potential duplicate event deliveries | CDC pipeline introduces a 10-100ms tail propagation latency","Write outbound events to the `outbox` table within the active `@Transactional` boundary. Pair with Debezium Kafka Connect or polling background worker, and enforce consumer idempotency via unique event IDs.","@Transactional
public void createOrder(Order order) {
    orderRepository.save(order);
    outboxRepository.save(new OutboxEvent(""ORDER_CREATED"", order.getId(), json(order)));
    // Both committed atomically in 1 single ACID transaction
}","The Outbox pattern solves the dual-write problem by persisting domain changes and events in 1 local ACID transaction, streamed asynchronously to Kafka via CDC."
