ID,Topic,Difficulty,Question,Code,Option A,Option B,Option C,Option D,Correct Option,Explanation
spring-4k-1755,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_1795 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_1795;
}
// Query: List<User_1795> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_1795().size());","Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Replace PostgreSQL with a Redis key-value store.,Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,Enable Hibernate 2nd-level cache without modifying queries.,A,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1756,Security & Web Architecture,hard,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_9172(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",OAuth2 JWT validation is bypassed entirely.,The SecurityFilterChain bean fails to instantiate at application startup.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,D,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1757,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/8822"")
public Mono<ReportData> getReport_8822(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,Schedulers.boundedElastic() disables garbage collection during report generation.,WebFlux controllers cannot return Mono without boundedElastic.,"Netty automatically scales event loop threads to 1,000 workers.",A,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1758,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_7647:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It remains in HALF-OPEN permanently until the microservice restarts.,It pings the database health endpoint via TCP.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It waits for a manual HTTP POST request from the admin operator.,C,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1759,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_1105 {
    public void processOrder_1105(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_1105(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_1105(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,Internal transactions are committed automatically before method entry.,PaymentRepository must implement AspectJ pointcuts directly.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,A,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1760,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_261(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/261"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",HikariCP does not support Spring Boot `@Transactional` annotations.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,OrderRepository.save() closes the database connection prematurely.,RestTemplate cannot serialize JSON inside a transaction.,B,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1761,Transactions & Persistence,medium,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_228 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_228;
}
// Query: List<User_228> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_228().size());","Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,Replace PostgreSQL with a Redis key-value store.,Enable Hibernate 2nd-level cache without modifying queries.,A,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1762,Security & Web Architecture,hard,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_7466(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,OAuth2 JWT validation is bypassed entirely.,Spring Security rejects all requests with HTTP 403 Forbidden automatically.,The SecurityFilterChain bean fails to instantiate at application startup.,A,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1763,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/6372"")
public Mono<ReportData> getReport_6372(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}","Netty automatically scales event loop threads to 1,000 workers.",Schedulers.boundedElastic() disables garbage collection during report generation.,Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,WebFlux controllers cannot return Mono without boundedElastic.,C,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1764,Microservices & Cloud Patterns,medium,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_808:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It waits for a manual HTTP POST request from the admin operator.,It remains in HALF-OPEN permanently until the microservice restarts.,It pings the database health endpoint via TCP.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",D,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1765,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_9802 {
    public void processOrder_9802(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_9802(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_9802(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,Internal transactions are committed automatically before method entry.,PaymentRepository must implement AspectJ pointcuts directly.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,D,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1766,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_7623(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/7623"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",RestTemplate cannot serialize JSON inside a transaction.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,HikariCP does not support Spring Boot `@Transactional` annotations.,OrderRepository.save() closes the database connection prematurely.,B,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1767,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_8330 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_8330;
}
// Query: List<User_8330> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_8330().size());",Enable Hibernate 2nd-level cache without modifying queries.,Replace PostgreSQL with a Redis key-value store.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,C,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1768,Security & Web Architecture,medium,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_6546(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",Spring Security rejects all requests with HTTP 403 Forbidden automatically.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,The SecurityFilterChain bean fails to instantiate at application startup.,OAuth2 JWT validation is bypassed entirely.,B,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1769,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/8216"")
public Mono<ReportData> getReport_8216(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",Schedulers.boundedElastic() disables garbage collection during report generation.,WebFlux controllers cannot return Mono without boundedElastic.,Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,"Netty automatically scales event loop threads to 1,000 workers.",C,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1770,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_8276:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It remains in HALF-OPEN permanently until the microservice restarts.,It waits for a manual HTTP POST request from the admin operator.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It pings the database health endpoint via TCP.,C,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1771,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_448 {
    public void processOrder_448(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_448(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_448(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,PaymentRepository must implement AspectJ pointcuts directly.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,Internal transactions are committed automatically before method entry.,A,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1772,Transactions & Persistence,medium,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_9743(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/9743"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",HikariCP does not support Spring Boot `@Transactional` annotations.,Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,OrderRepository.save() closes the database connection prematurely.,RestTemplate cannot serialize JSON inside a transaction.,B,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1773,Transactions & Persistence,medium,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_861 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_861;
}
// Query: List<User_861> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_861().size());","Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Replace PostgreSQL with a Redis key-value store.,Enable Hibernate 2nd-level cache without modifying queries.,Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,A,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1774,Security & Web Architecture,hard,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_6883(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",Spring Security rejects all requests with HTTP 403 Forbidden automatically.,The SecurityFilterChain bean fails to instantiate at application startup.,OAuth2 JWT validation is bypassed entirely.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,D,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1775,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/155"")
public Mono<ReportData> getReport_155(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,"Netty automatically scales event loop threads to 1,000 workers.",Schedulers.boundedElastic() disables garbage collection during report generation.,WebFlux controllers cannot return Mono without boundedElastic.,A,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1776,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_7630:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It remains in HALF-OPEN permanently until the microservice restarts.,It pings the database health endpoint via TCP.,It waits for a manual HTTP POST request from the admin operator.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",D,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1777,Transactions & Persistence,hard,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_7876 {
    public void processOrder_7876(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_7876(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_7876(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Internal transactions are committed automatically before method entry.,PaymentRepository must implement AspectJ pointcuts directly.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,C,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1778,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_6725(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/6725"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,HikariCP does not support Spring Boot `@Transactional` annotations.,OrderRepository.save() closes the database connection prematurely.,RestTemplate cannot serialize JSON inside a transaction.,A,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1779,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_152 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_152;
}
// Query: List<User_152> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_152().size());",Enable Hibernate 2nd-level cache without modifying queries.,Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",Replace PostgreSQL with a Redis key-value store.,C,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1780,Security & Web Architecture,hard,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_508(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",Spring Security rejects all requests with HTTP 403 Forbidden automatically.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,The SecurityFilterChain bean fails to instantiate at application startup.,OAuth2 JWT validation is bypassed entirely.,B,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1781,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/3026"")
public Mono<ReportData> getReport_3026(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,"Netty automatically scales event loop threads to 1,000 workers.",Schedulers.boundedElastic() disables garbage collection during report generation.,WebFlux controllers cannot return Mono without boundedElastic.,A,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1782,Microservices & Cloud Patterns,hard,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_8516:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5",It remains in HALF-OPEN permanently until the microservice restarts.,It pings the database health endpoint via TCP.,"It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It waits for a manual HTTP POST request from the admin operator.,C,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
spring-4k-1783,Transactions & Persistence,medium,"When processOrder is called from an external controller, why does updatePaymentStatus execute WITHOUT creating a new transaction?","@Service
public class OrderService_6588 {
    public void processOrder_6588(Long id) {
        // Direct internal method call
        this.updatePaymentStatus_6588(id);
    }
    @Transactional(propagation = Propagation.REQUIRES_NEW)
    public void updatePaymentStatus_6588(Long id) {
        paymentRepo.updateStatus(id, ""PAID"");
    }
}",Internal transactions are committed automatically before method entry.,Propagation.REQUIRES_NEW is deprecated in Spring Boot 3.,Spring `@Transactional` is intercepted by a dynamic proxy; internal `this` method invocations bypass the proxy interceptor.,PaymentRepository must implement AspectJ pointcuts directly.,C,"Spring AOP creates a CGLIB/JDK dynamic proxy around the bean. Calling a method internally via `this.` does not go through the proxy, bypassing the TransactionInterceptor. Refactor by injecting self or moving to another bean."
spring-4k-1784,Transactions & Persistence,hard,"Under 500 concurrent requests, HikariCP throws ConnectionTimeoutException. What is the architectural flaw?","@Transactional
public Response handleCheckout_5553(CheckoutReq req) {
    Order o = orderRepo.save(new Order(req));
    // Slow third-party external REST API call:
    PaymentResp p = restTemplate.postForObject(""https://gateway.bank/pay/5553"", req, PaymentResp.class);
    o.setTransactionId(p.txId());
    return Response.ok(o);
}",Holding an open SQL connection while waiting for a slow external HTTP network call starves the database connection pool.,HikariCP does not support Spring Boot `@Transactional` annotations.,RestTemplate cannot serialize JSON inside a transaction.,OrderRepository.save() closes the database connection prematurely.,A,"`@Transactional` acquires a JDBC Connection from the pool on method entry. Making external blocking HTTP network calls inside the transaction holds the connection open, exhausting pool capacity. Separate DB writes from external HTTP calls."
spring-4k-1785,Transactions & Persistence,hard,"Iterating through 1,000 users triggers 1,001 separate SELECT queries to PostgreSQL. What is the optimal Spring Data JPA fix?","@Entity
public class User_6215 {
    @Id private Long id;
    @OneToMany(fetch = FetchType.LAZY)
    private List<Order> orders_6215;
}
// Query: List<User_6215> users = userRepo.findAll();
// users.forEach(u -> u.getOrders_6215().size());",Replace PostgreSQL with a Redis key-value store.,Enable Hibernate 2nd-level cache without modifying queries.,Change FetchType.LAZY to FetchType.EAGER on the `@OneToMany` mapping.,"Use `@EntityGraph(attributePaths = {""orders_{0}""})` or a JOIN FETCH JPQL query to fetch users and orders in a single SQL query.",D,"Changing to EAGER still executes N+1 queries when using findAll(). `@EntityGraph` or `JOIN FETCH u.orders` instructs Hibernate to emit an SQL LEFT OUTER JOIN, retrieving all parents and children in a single round-trip."
spring-4k-1786,Security & Web Architecture,medium,"If the requestMatchers order is reversed (`/api/**` before `/api/admin/**`), what security vulnerability occurs?","@Bean
public SecurityFilterChain apiFilterChain_7447(HttpSecurity http) throws Exception {
    http.securityMatcher(""/api/**"")
        .authorizeHttpRequests(auth -> auth
            .requestMatchers(""/api/admin/**"").hasRole(""ADMIN"")
            .requestMatchers(""/api/**"").authenticated()
        )
        .oauth2ResourceServer(oauth -> oauth.jwt(Customizer.withDefaults()));
    return http.build();
}",Spring Security rejects all requests with HTTP 403 Forbidden automatically.,OAuth2 JWT validation is bypassed entirely.,The SecurityFilterChain bean fails to instantiate at application startup.,Any authenticated non-admin user can access `/api/admin/**` because the first matching rule (`/api/**`) evaluates and authorizes the request.,D,Spring Security matches request rules in top-to-bottom first-match-wins order. Specific restricted paths (like `/api/admin/**`) must precede generic broad paths (like `/api/**`).
spring-4k-1787,Security & Web Architecture,hard,Why must legacy blocking I/O calls be wrapped with `subscribeOn(Schedulers.boundedElastic())` in Spring WebFlux?,"@GetMapping(""/reports/257"")
public Mono<ReportData> getReport_257(@PathVariable String id) {
    return Mono.fromCallable(() -> legacyBlockingReportService.generate(id))
               .subscribeOn(Schedulers.boundedElastic());
}",Schedulers.boundedElastic() disables garbage collection during report generation.,Running blocking operations on the Netty EventLoop thread blocks all other concurrent reactive requests on that CPU core.,WebFlux controllers cannot return Mono without boundedElastic.,"Netty automatically scales event loop threads to 1,000 workers.",B,"Netty event loops use a small fixed number of threads (equal to CPU cores). If a blocking call executes on an event loop thread, no other requests assigned to that event loop can be processed. Offload blocking work to Schedulers.boundedElastic()."
spring-4k-1788,Microservices & Cloud Patterns,medium,"After the 10-second open state expires, what determines whether the Circuit Breaker transitions to CLOSED or back to OPEN?","// resilience4j.circuitbreaker.instances.backendService_111:
// waitDurationInOpenState: 10000ms, permittedNumberOfCallsInHalfOpenState: 5","It executes 5 trial probe requests; if the failure rate is below the threshold it transitions to CLOSED, otherwise it resets to OPEN.",It pings the database health endpoint via TCP.,It waits for a manual HTTP POST request from the admin operator.,It remains in HALF-OPEN permanently until the microservice restarts.,A,"In HALF-OPEN state, Resilience4j permits a configured trial number of probe calls (`permittedNumberOfCallsInHalfOpenState`). If their failure rate meets the threshold, it heals to CLOSED; if any fail above threshold, it reopens."
